ocel_event_id;ocel_IoT_object_id;ocel_qualifier
determine_continu_tr14_Pcp249_Silo20;Temp20;Temperature sensor for determining the pickup continuation
determine_continu_tr14_Pcp249_Silo20;Humd20;Humidity sensor for determining the pickup continuation
determine_continu_tr14_Pcp249_Silo20;GrainTemp58;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr14_Pcp249_Silo20;GrainTemp59;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr14_Pcp249_Silo20;GrainTemp60;3rd grain temperature sensor for determining the pickup continuation
enter_tr39_Pcp473;rfidYGABPB;RFID tag read at entrance
determine_continu_tr43_Pcp309_Silo14;Temp14;Temperature sensor for determining the pickup continuation
determine_continu_tr43_Pcp309_Silo14;Humd14;Humidity sensor for determining the pickup continuation
determine_continu_tr43_Pcp309_Silo14;GrainTemp40;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr43_Pcp309_Silo14;GrainTemp41;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr43_Pcp309_Silo14;GrainTemp42;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr6_Pcp435;WS10;Weight sensor for empty truck weighing
check_abnorm_tr6_Pcp435;rfidQSKZVB;RFID tag read at empty truck weighing
weigh_empty_tr27_Pcp172;WS09;Weight sensor for empty truck weighing
check_abnorm_tr27_Pcp172;rfidWOMLHU;RFID tag read at empty truck weighing
weigh_loaded_tr17_Pcp275;WS13;Weight sensor for loaded truck weighing
weigh_loaded_tr23_Pcp270;WS05;Weight sensor for loaded truck weighing
weigh_empty_tr39_Pcp473;WS17;Weight sensor for empty truck weighing
check_abnorm_tr39_Pcp473;rfidYGABPB;RFID tag read at empty truck weighing
weigh_loaded_tr24_Pcp197;WS03;Weight sensor for loaded truck weighing
weigh_loaded_tr49_Pcp487;WS12;Weight sensor for loaded truck weighing
determine_continu_tr39_Pcp473_Silo3;Temp3;Temperature sensor for determining the pickup continuation
determine_continu_tr39_Pcp473_Silo3;Humd3;Humidity sensor for determining the pickup continuation
determine_continu_tr39_Pcp473_Silo3;GrainTemp7;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr39_Pcp473_Silo3;GrainTemp8;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr39_Pcp473_Silo3;GrainTemp9;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr27_Pcp172_Silo16;Temp16;Temperature sensor for determining the pickup continuation
determine_continu_tr27_Pcp172_Silo16;Humd16;Humidity sensor for determining the pickup continuation
determine_continu_tr27_Pcp172_Silo16;GrainTemp46;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr27_Pcp172_Silo16;GrainTemp47;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr27_Pcp172_Silo16;GrainTemp48;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr1_Pcp398;WS15;Weight sensor for loaded truck weighing
determine_continu_tr6_Pcp435_Silo18;Temp18;Temperature sensor for determining the pickup continuation
determine_continu_tr6_Pcp435_Silo18;Humd18;Humidity sensor for determining the pickup continuation
determine_continu_tr6_Pcp435_Silo18;GrainTemp52;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr6_Pcp435_Silo18;GrainTemp53;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr6_Pcp435_Silo18;GrainTemp54;3rd grain temperature sensor for determining the pickup continuation
enter_tr9_Pcp253;rfidKEBJGC;RFID tag read at entrance
weigh_empty_tr9_Pcp253;WS17;Weight sensor for empty truck weighing
enter_tr16_Pcp465;rfidIICVAH;RFID tag read at entrance
weigh_loaded_tr8_Pcp419;WS07;Weight sensor for loaded truck weighing
check_abnorm_tr9_Pcp253;rfidKEBJGC;RFID tag read at empty truck weighing
weigh_loaded_tr26_Pcp467;WS20;Weight sensor for loaded truck weighing
weigh_loaded_tr28_Pcp379;WS03;Weight sensor for loaded truck weighing
weigh_loaded_tr37_Pcp72;WS12;Weight sensor for loaded truck weighing
weigh_loaded_tr43_Pcp309;WS01;Weight sensor for loaded truck weighing
weigh_empty_tr16_Pcp465;WS18;Weight sensor for empty truck weighing
check_abnorm_tr16_Pcp465;rfidIICVAH;RFID tag read at empty truck weighing
determine_continu_tr9_Pcp253_Silo13;Temp13;Temperature sensor for determining the pickup continuation
determine_continu_tr9_Pcp253_Silo13;Humd13;Humidity sensor for determining the pickup continuation
determine_continu_tr9_Pcp253_Silo13;GrainTemp37;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr9_Pcp253_Silo13;GrainTemp38;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr9_Pcp253_Silo13;GrainTemp39;3rd grain temperature sensor for determining the pickup continuation
enter_tr5_Pcp454;rfidSVWFVZ;RFID tag read at entrance
weigh_loaded_tr27_Pcp172;WS01;Weight sensor for loaded truck weighing
determine_continu_tr16_Pcp465_Silo20;Temp20;Temperature sensor for determining the pickup continuation
determine_continu_tr16_Pcp465_Silo20;Humd20;Humidity sensor for determining the pickup continuation
determine_continu_tr16_Pcp465_Silo20;GrainTemp58;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr16_Pcp465_Silo20;GrainTemp59;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr16_Pcp465_Silo20;GrainTemp60;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr5_Pcp454;WS03;Weight sensor for empty truck weighing
check_abnorm_tr5_Pcp454;rfidSVWFVZ;RFID tag read at empty truck weighing
determine_continu_tr5_Pcp454_Silo14;Temp14;Temperature sensor for determining the pickup continuation
determine_continu_tr5_Pcp454_Silo14;Humd14;Humidity sensor for determining the pickup continuation
determine_continu_tr5_Pcp454_Silo14;GrainTemp40;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr5_Pcp454_Silo14;GrainTemp41;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr5_Pcp454_Silo14;GrainTemp42;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr9_Pcp253;WS10;Weight sensor for loaded truck weighing
weigh_loaded_tr39_Pcp473;WS15;Weight sensor for loaded truck weighing
weigh_loaded_tr6_Pcp435;WS04;Weight sensor for loaded truck weighing
weigh_loaded_tr14_Pcp249;WS12;Weight sensor for loaded truck weighing
weigh_loaded_tr16_Pcp465;WS02;Weight sensor for loaded truck weighing
enter_tr48_Pcp268;rfidNSELSE;RFID tag read at entrance
weigh_empty_tr48_Pcp268;WS01;Weight sensor for empty truck weighing
check_abnorm_tr48_Pcp268;rfidNSELSE;RFID tag read at empty truck weighing
determine_continu_tr48_Pcp268_Silo10;Temp10;Temperature sensor for determining the pickup continuation
determine_continu_tr48_Pcp268_Silo10;Humd10;Humidity sensor for determining the pickup continuation
determine_continu_tr48_Pcp268_Silo10;GrainTemp28;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr48_Pcp268_Silo10;GrainTemp29;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr48_Pcp268_Silo10;GrainTemp30;3rd grain temperature sensor for determining the pickup continuation
enter_tr41_Pcp76;rfidXWLCID;RFID tag read at entrance
weigh_loaded_tr5_Pcp454;WS14;Weight sensor for loaded truck weighing
weigh_empty_tr41_Pcp76;WS17;Weight sensor for empty truck weighing
check_abnorm_tr41_Pcp76;rfidXWLCID;RFID tag read at empty truck weighing
determine_continu_tr41_Pcp76_Silo19;Temp19;Temperature sensor for determining the pickup continuation
determine_continu_tr41_Pcp76_Silo19;Humd19;Humidity sensor for determining the pickup continuation
determine_continu_tr41_Pcp76_Silo19;GrainTemp55;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr41_Pcp76_Silo19;GrainTemp56;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr41_Pcp76_Silo19;GrainTemp57;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr48_Pcp268;WS16;Weight sensor for loaded truck weighing
enter_tr34_Pcp383;rfidFMSUBE;RFID tag read at entrance
weigh_empty_tr34_Pcp383;WS16;Weight sensor for empty truck weighing
check_abnorm_tr34_Pcp383;rfidFMSUBE;RFID tag read at empty truck weighing
determine_continu_tr34_Pcp383_Silo13;Temp13;Temperature sensor for determining the pickup continuation
determine_continu_tr34_Pcp383_Silo13;Humd13;Humidity sensor for determining the pickup continuation
determine_continu_tr34_Pcp383_Silo13;GrainTemp37;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr34_Pcp383_Silo13;GrainTemp38;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr34_Pcp383_Silo13;GrainTemp39;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr41_Pcp76;WS08;Weight sensor for loaded truck weighing
weigh_loaded_tr34_Pcp383;WS09;Weight sensor for loaded truck weighing
enter_tr50_Pcp452;rfidXXIVNB;RFID tag read at entrance
weigh_empty_tr50_Pcp452;WS07;Weight sensor for empty truck weighing
enter_tr2_Pcp460;rfidSQKJGH;RFID tag read at entrance
check_abnorm_tr50_Pcp452;rfidXXIVNB;RFID tag read at empty truck weighing
enter_tr13_Pcp369;rfidGTHHGD;RFID tag read at entrance
weigh_empty_tr2_Pcp460;WS10;Weight sensor for empty truck weighing
check_abnorm_tr2_Pcp460;rfidSQKJGH;RFID tag read at empty truck weighing
enter_tr12_Pcp45;rfidVYYKGK;RFID tag read at entrance
determine_continu_tr2_Pcp460_Silo2;Temp2;Temperature sensor for determining the pickup continuation
determine_continu_tr2_Pcp460_Silo2;Humd2;Humidity sensor for determining the pickup continuation
determine_continu_tr2_Pcp460_Silo2;GrainTemp4;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr2_Pcp460_Silo2;GrainTemp5;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr2_Pcp460_Silo2;GrainTemp6;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr50_Pcp452_Silo17;Temp17;Temperature sensor for determining the pickup continuation
determine_continu_tr50_Pcp452_Silo17;Humd17;Humidity sensor for determining the pickup continuation
determine_continu_tr50_Pcp452_Silo17;GrainTemp49;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr50_Pcp452_Silo17;GrainTemp50;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr50_Pcp452_Silo17;GrainTemp51;3rd grain temperature sensor for determining the pickup continuation
enter_tr47_Pcp217;rfidJGLUGP;RFID tag read at entrance
weigh_empty_tr12_Pcp45;WS10;Weight sensor for empty truck weighing
weigh_empty_tr13_Pcp369;WS18;Weight sensor for empty truck weighing
check_abnorm_tr13_Pcp369;rfidGTHHGD;RFID tag read at empty truck weighing
check_abnorm_tr12_Pcp45;rfidVYYKGK;RFID tag read at empty truck weighing
weigh_empty_tr47_Pcp217;WS20;Weight sensor for empty truck weighing
check_abnorm_tr47_Pcp217;rfidJGLUGP;RFID tag read at empty truck weighing
determine_continu_tr13_Pcp369_Silo12;Temp12;Temperature sensor for determining the pickup continuation
determine_continu_tr13_Pcp369_Silo12;Humd12;Humidity sensor for determining the pickup continuation
determine_continu_tr13_Pcp369_Silo12;GrainTemp34;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr13_Pcp369_Silo12;GrainTemp35;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr13_Pcp369_Silo12;GrainTemp36;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr47_Pcp217_Silo19;Temp19;Temperature sensor for determining the pickup continuation
determine_continu_tr47_Pcp217_Silo19;Humd19;Humidity sensor for determining the pickup continuation
determine_continu_tr47_Pcp217_Silo19;GrainTemp55;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr47_Pcp217_Silo19;GrainTemp56;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr47_Pcp217_Silo19;GrainTemp57;3rd grain temperature sensor for determining the pickup continuation
enter_tr36_Pcp327;rfidHYTHBN;RFID tag read at entrance
determine_continu_tr12_Pcp45_Silo6;Temp6;Temperature sensor for determining the pickup continuation
determine_continu_tr12_Pcp45_Silo6;Humd6;Humidity sensor for determining the pickup continuation
determine_continu_tr12_Pcp45_Silo6;GrainTemp16;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr12_Pcp45_Silo6;GrainTemp17;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr12_Pcp45_Silo6;GrainTemp18;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr36_Pcp327;WS01;Weight sensor for empty truck weighing
check_abnorm_tr36_Pcp327;rfidHYTHBN;RFID tag read at empty truck weighing
weigh_loaded_tr13_Pcp369;WS20;Weight sensor for loaded truck weighing
weigh_loaded_tr47_Pcp217;WS08;Weight sensor for loaded truck weighing
determine_continu_tr36_Pcp327_Silo10;Temp10;Temperature sensor for determining the pickup continuation
determine_continu_tr36_Pcp327_Silo10;Humd10;Humidity sensor for determining the pickup continuation
determine_continu_tr36_Pcp327_Silo10;GrainTemp28;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr36_Pcp327_Silo10;GrainTemp29;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr36_Pcp327_Silo10;GrainTemp30;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr2_Pcp460;WS06;Weight sensor for loaded truck weighing
weigh_loaded_tr36_Pcp327;WS20;Weight sensor for loaded truck weighing
weigh_loaded_tr50_Pcp452;WS11;Weight sensor for loaded truck weighing
enter_tr22_Pcp141;rfidENJOLW;RFID tag read at entrance
weigh_loaded_tr12_Pcp45;WS05;Weight sensor for loaded truck weighing
weigh_empty_tr22_Pcp141;WS17;Weight sensor for empty truck weighing
enter_tr3_Pcp484;rfidDRCUXI;RFID tag read at entrance
check_abnorm_tr22_Pcp141;rfidENJOLW;RFID tag read at empty truck weighing
determine_continu_tr22_Pcp141_Silo2;Temp2;Temperature sensor for determining the pickup continuation
determine_continu_tr22_Pcp141_Silo2;Humd2;Humidity sensor for determining the pickup continuation
determine_continu_tr22_Pcp141_Silo2;GrainTemp4;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr22_Pcp141_Silo2;GrainTemp5;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr22_Pcp141_Silo2;GrainTemp6;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr3_Pcp484;WS15;Weight sensor for empty truck weighing
check_abnorm_tr3_Pcp484;rfidDRCUXI;RFID tag read at empty truck weighing
determine_continu_tr3_Pcp484_Silo12;Temp12;Temperature sensor for determining the pickup continuation
determine_continu_tr3_Pcp484_Silo12;Humd12;Humidity sensor for determining the pickup continuation
determine_continu_tr3_Pcp484_Silo12;GrainTemp34;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr3_Pcp484_Silo12;GrainTemp35;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr3_Pcp484_Silo12;GrainTemp36;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr22_Pcp141;WS13;Weight sensor for loaded truck weighing
weigh_loaded_tr3_Pcp484;WS02;Weight sensor for loaded truck weighing
